t,event,person_id,S,I,R
29.97341739337836,recovery,447,246,71,683
29.97787050301553,infection,154,245,72,683
30.10146834844109,recovery,195,245,71,684
30.13273758031775,infection,241,244,72,684
30.14894083021532,recovery,461,244,71,685
30.178132297882996,recovery,449,244,70,686
30.203674663032512,recovery,34,244,69,687
30.21329125239257,recovery,978,244,68,688
30.262779323239133,infection,606,243,69,688
30.29404810088868,recovery,870,243,68,689
30.330186991372514,recovery,759,243,67,690
30.366371234844266,infection,839,242,68,690
30.377330339408683,recovery,256,242,67,691
30.55764962629394,recovery,250,242,66,692
30.60045384723627,recovery,574,242,65,693
30.609191335308193,recovery,495,242,64,694
30.6155661960304,infection,531,241,65,694
30.661690182194214,recovery,201,241,64,695
30.667840369491188,infection,8,240,65,695
30.687375758493374,infection,744,239,66,695
30.71117006132582,infection,533,238,67,695
30.810624146965942,recovery,849,238,66,696
30.841388830358845,recovery,423,238,65,697
30.844535878615243,recovery,865,238,64,698
30.893698907165522,infection,120,237,65,698
30.96748328626275,recovery,374,237,64,699
30.980909067682607,recovery,110,237,63,700
31.057526528214595,infection,905,236,64,700
31.103607706249797,recovery,933,236,63,701
31.131781233060536,recovery,553,236,62,702
31.277068011205714,recovery,493,236,61,703
31.444849447440667,recovery,485,236,60,704
31.52178085590053,recovery,456,236,59,705
31.574238488392158,infection,341,235,60,705
31.58307446020952,recovery,753,235,59,706
31.66443557204339,infection,571,234,60,706
31.669397439914043,recovery,165,234,59,707
31.744364602270092,recovery,760,234,58,708
31.804060548879107,infection,402,233,59,708
31.819989246241516,infection,959,232,60,708
31.95832814088245,infection,376,231,61,708
31.978396792587922,infection,286,230,62,708
32.02002274850433,recovery,562,230,61,709
32.14779966768778,infection,736,229,62,709
32.16040691970299,infection,752,228,63,709
32.179795451330335,recovery,772,228,62,710
32.24619588207823,recovery,736,228,61,711
32.264680375280996,recovery,660,228,60,712
32.29551763931689,infection,719,227,61,712
32.32962186685871,recovery,155,227,60,713
32.3977224860808,recovery,549,227,59,714
32.4640668610387,infection,657,226,60,714
32.47624599552748,infection,406,225,61,714
32.5153792702427,recovery,20,225,60,715
32.617801840855265,infection,560,224,61,715
32.70977286716199,infection,776,223,62,715
32.72663304481182,infection,615,222,63,715
32.76787841019139,infection,700,221,64,715
32.85671193932333,recovery,512,221,63,716
32.87190316070639,infection,137,220,64,716
32.919283631788055,recovery,700,220,63,717
33.03407482413647,recovery,606,220,62,718
33.055766274225775,recovery,940,220,61,719
33.078500599869244,recovery,657,220,60,720
33.09751762555069,recovery,111,220,59,721
33.09922435812441,recovery,879,220,58,722
33.135740363277414,infection,66,219,59,722
33.16049136108957,recovery,557,219,58,723
33.20535088141423,recovery,921,219,57,724
33.43962375898343,recovery,839,219,56,725
33.477195969777824,infection,767,218,57,725
33.59002542116447,recovery,211,218,56,726
33.63479963522852,recovery,185,218,55,727
33.68517822145285,infection,378,217,56,727
33.70073906039543,recovery,571,217,55,728
33.81998403059697,recovery,341,217,54,729
33.87609418701654,recovery,835,217,53,730
33.94150804584961,recovery,301,217,52,731
34.00560009806383,infection,467,216,53,731
34.03335991026172,recovery,8,216,52,732
34.07459369450982,infection,947,215,53,732
34.07566912535609,recovery,104,215,52,733
34.11952308297325,recovery,905,215,51,734
34.168726085977056,recovery,402,215,50,735
34.201089018119376,recovery,705,215,49,736
34.2330136027125,infection,393,214,50,736
34.241876166153624,infection,509,213,51,736
34.267025363018,recovery,959,213,50,737
34.28417924905347,infection,558,212,51,737
34.336624441450695,recovery,744,212,50,738
34.55632836118413,recovery,120,212,49,739
34.60805221436731,infection,902,211,50,739
34.72494497671226,recovery,393,211,49,740
34.779257376285024,recovery,117,211,48,741
35.09502549244537,recovery,694,211,47,742
35.29155618471002,recovery,281,211,46,743
35.30550661256032,recovery,467,211,45,744
35.32976070531546,recovery,359,211,44,745
35.397383138832524,recovery,241,211,43,746
35.40951920093183,recovery,732,211,42,747
35.41477810557017,recovery,137,211,41,748
35.42083174287732,infection,510,210,42,748
35.483636119233,infection,745,209,43,748
35.49581649336027,recovery,41,209,42,749
35.52914543199933,infection,400,208,43,749
35.565826951940416,recovery,752,208,42,750
35.60154568501003,recovery,337,208,41,751
35.64448282836998,recovery,406,208,40,752
35.64941596208089,infection,63,207,41,752
35.78560401967523,recovery,400,207,40,753
36.19513515228097,recovery,829,207,39,754
36.26886692869211,infection,916,206,40,754
36.39502829721823,infection,506,205,41,754
36.48925140035669,recovery,506,205,40,755
36.52539000272015,infection,455,204,41,755
36.54187010644146,infection,949,203,42,755
36.57355150204557,recovery,376,203,41,756
36.71020543352835,recovery,977,203,40,757
36.714412811021056,infection,380,202,41,757
36.781013486413066,infection,10,201,42,757
36.88496967896025,recovery,286,201,41,758
36.90975029390877,infection,453,200,42,758
36.99939671258155,recovery,745,200,41,759
37.026101123076266,recovery,154,200,40,760
37.1147754788119,infection,371,199,41,760
37.11916950574771,infection,875,198,42,760
37.131771597176225,recovery,380,198,41,761
37.16013426555116,recovery,563,198,40,762
37.16283605797772,recovery,10,198,39,763
37.251415788281285,recovery,947,198,38,764
37.27592914056395,recovery,507,198,37,765
37.30659736280462,recovery,580,198,36,766
37.442221297164586,infection,314,197,37,766
37.45642079458473,recovery,371,197,36,767
37.46992599334127,infection,968,196,37,767
37.4965687599412,infection,605,195,38,767
37.56055217718807,recovery,378,195,37,768
37.62439156176006,infection,956,194,38,768
37.727043373156434,recovery,765,194,37,769
37.77521046957496,recovery,916,194,36,770
38.02665218435115,recovery,613,194,35,771
38.065362359844606,recovery,754,194,34,772
38.080143960918335,infection,633,193,35,772
38.242124143278396,infection,205,192,36,772
38.315608557043774,recovery,968,192,35,773
38.35553851342395,infection,147,191,36,773
38.49082820636062,infection,243,190,37,773
38.52142776123725,infection,217,189,38,773
38.59137167039773,recovery,66,189,37,774
38.69044622384102,recovery,509,189,36,775
38.71994366891074,infection,770,188,37,775
38.93214907522177,recovery,455,188,36,776
39.00043593865647,recovery,243,188,35,777
39.10046697224347,recovery,560,188,34,778
39.18769790829547,infection,126,187,35,778
39.26773545838309,recovery,217,187,34,779
39.36922031281267,recovery,956,187,33,780
39.62013950993933,recovery,902,187,32,781
39.9791021802117,recovery,330,187,31,782
39.99091905373566,recovery,314,187,30,783
40.23848210280955,recovery,633,187,29,784
40.25674535068967,infection,861,186,30,784
40.3202299265639,recovery,767,186,29,785
40.464634010538504,infection,169,185,30,785
40.50151884747439,infection,58,184,31,785
40.57937545285603,recovery,205,184,30,786
40.63139607890802,infection,88,183,31,786
40.69979566648651,recovery,412,183,30,787
40.753879147960006,recovery,473,183,29,788
40.791580941094054,recovery,615,183,28,789
40.80097253280011,infection,214,182,29,789
41.070466534271254,recovery,366,182,28,790
41.1941636245453,recovery,875,182,27,791
41.21487950171518,recovery,58,182,26,792
41.341662816012025,infection,723,181,27,792
41.375510708365134,infection,228,180,28,792
41.538416931088584,recovery,214,180,27,793
41.59890918112767,recovery,236,180,26,794
41.71156900953807,recovery,723,180,25,795
41.71459806437109,infection,340,179,26,795
41.93153085165823,recovery,864,179,25,796
42.01356705056039,recovery,949,179,24,797
42.03570660427301,recovery,914,179,23,798
42.21909423614426,recovery,722,179,22,799
42.54117681927871,recovery,444,179,21,800
42.68828735086436,infection,586,178,22,800
42.75671758096473,infection,550,177,23,800
42.96051345880471,recovery,550,177,22,801
43.1737491913938,recovery,340,177,21,802
43.410603002283366,recovery,586,177,20,803
43.68013795365326,infection,980,176,21,803
43.68028991716136,infection,468,175,22,803
43.689925763190296,infection,813,174,23,803
43.74392531157108,recovery,510,174,22,804
43.81242465559302,recovery,88,174,21,805
43.81886451175546,recovery,605,174,20,806
43.9064526385367,infection,601,173,21,806
43.993132943348186,recovery,658,173,20,807
44.185545853516516,recovery,852,173,19,808
44.19898866377029,recovery,980,173,18,809
44.26674533903387,recovery,533,173,17,810
44.268695300477475,recovery,63,173,16,811
44.52160871981563,recovery,126,173,15,812
44.7339157015215,recovery,861,173,14,813
45.49454362605053,infection,44,172,15,813
45.75397340994965,recovery,147,172,14,814
45.96570101586449,recovery,776,172,13,815
46.20160861003684,infection,617,171,14,815
46.3896415461254,recovery,799,171,13,816
46.42584290619096,infection,930,170,14,816
46.632242903749024,recovery,228,170,13,817
46.80487021615367,recovery,719,170,12,818
46.925396800668665,recovery,169,170,11,819
47.02885513460358,infection,521,169,12,819
47.085146429048706,recovery,453,169,11,820
47.12613078871636,recovery,813,169,10,821
47.144137333058644,recovery,768,169,9,822
48.69966438268703,recovery,468,169,8,823
48.96339553868166,recovery,558,169,7,824
49.89418947082206,recovery,930,169,6,825
50.52935980495042,infection,90,168,7,825
50.64752190133599,recovery,44,168,6,826
50.780026091123226,infection,888,167,7,826
51.145412580324816,recovery,617,167,6,827
51.46887376972639,infection,730,166,7,827
51.60342769121794,recovery,601,166,6,828
51.81439895010067,recovery,888,166,5,829
52.60693132665243,recovery,770,166,4,830
53.475985093074314,infection,834,165,5,830
53.728934720664085,recovery,531,165,4,831
55.733913831010604,recovery,90,165,3,832
56.130580372804765,recovery,521,165,2,833
57.921016766351954,recovery,730,165,1,834
68.77766631749964,infection,604,164,2,834
68.83840097380981,recovery,604,164,1,835
69.01481612362109,recovery,834,164,0,836
