t,S,I,R
22.00861954146936,378,154,468
22.016689608812868,378,153,469
22.018520647339844,378,152,470
22.030614532910576,378,151,471
22.036939128299746,377,152,471
22.044449764846267,376,153,471
22.079486605791146,375,154,471
22.0795044299509,375,153,472
22.099680956244054,375,152,473
22.10619166013698,374,153,473
22.110961934012455,374,152,474
22.125732406765245,373,153,474
22.13168904953156,372,154,474
22.142725960325887,372,153,475
22.157676875201386,372,152,476
22.16148106848326,371,153,476
22.17824628980972,371,152,477
22.186134773565083,370,153,477
22.188626954165493,370,152,478
22.192178045237398,369,153,478
22.193637278467374,369,152,479
22.216160534455554,369,151,480
22.226585391844704,369,150,481
22.232881023532507,368,151,481
22.242402014647524,368,150,482
22.265297656224494,367,151,482
22.268595597633738,367,150,483
22.282445095686178,367,149,484
22.28629836954856,366,150,484
22.32797366298473,366,149,485
22.35851415324677,366,148,486
22.367209742750262,365,149,486
22.372295159978734,364,150,486
22.37388062007963,363,151,486
22.379420037010995,362,152,486
22.38787457780691,362,151,487
22.459105512839717,362,150,488
22.46143405392338,361,151,488
22.471140942822547,360,152,488
22.49695442740593,360,151,489
22.49920149322706,359,152,489
22.523697381902274,358,153,489
22.53253935735483,357,154,489
22.540283633086236,356,155,489
22.560944443984827,356,154,490
22.590352116891168,356,153,491
22.593064988997604,356,152,492
22.6160816369992,355,153,492
22.620653054441792,355,152,493
22.622657849060356,355,151,494
22.627504789694484,354,152,494
22.648803049429976,353,153,494
22.65055073838821,353,152,495
22.65834735430182,352,153,495
22.671009658214494,351,154,495
22.674030428890177,350,155,495
22.67799140617252,350,154,496
22.709549859701237,350,153,497
22.713584829630296,349,154,497
22.7407916497061,349,153,498
22.742531666873845,348,154,498
22.756893625589566,347,155,498
22.76150730489502,346,156,498
22.772977484159348,346,155,499
22.77887861907493,346,154,500
22.780963082043293,346,153,501
22.813154306767174,346,152,502
22.822267093278466,346,151,503
22.836830161066548,346,150,504
22.85807132196649,345,151,504
22.86123917576166,345,150,505
22.866850167081274,345,149,506
22.92590780810755,344,150,506
22.948393678633675,344,149,507
22.950373156390334,344,148,508
22.993883909633787,344,147,509
22.99663967005046,344,146,510
23.000882824809807,344,145,511
23.006492924544432,343,146,511
23.036951926924832,343,145,512
23.054717248939735,343,144,513
23.061729113932483,342,145,513
23.085360471560154,342,144,514
23.1112423989343,341,145,514
23.124587115535686,340,146,514
23.131323787940342,340,145,515
23.13201817028798,340,144,516
23.138187393948336,339,145,516
23.170730244556104,339,144,517
23.182838474312895,339,143,518
23.18824026440539,339,142,519
23.233579416909027,338,143,519
23.280414710914254,338,142,520
23.311411457334437,338,141,521
23.320270917187493,338,140,522
23.34408875812172,338,139,523
23.35196296214162,338,138,524
23.36352062683245,338,137,525
23.41470647489502,338,136,526
23.42930497364554,338,135,527
23.429336620413437,337,136,527
23.432321888862393,337,135,528
23.445093541502615,336,136,528
23.445607647268563,336,135,529
23.486750520873805,335,136,529
23.51160579945341,334,137,529
23.532359215036255,334,136,530
23.544100192297417,334,135,531
23.558105715669125,334,134,532
23.5616165518057,333,135,532
23.564613143335215,333,134,533
23.57053758406501,333,133,534
23.584039006058386,332,134,534
23.59664033465463,331,135,534
23.614631784795783,330,136,534
23.648713194517597,329,137,534
23.656000629278008,329,136,535
23.663860397765532,328,137,535
23.66620716771322,327,138,535
23.673443577299597,327,137,536
23.68266523829155,327,136,537
23.74170683356736,326,137,537
23.743058768769025,326,136,538
23.758369044896433,326,135,539
23.784670624925752,325,136,539
23.800341897601495,325,135,540
23.883404533545967,324,136,540
23.89342843662618,324,135,541
23.909297817366674,324,134,542
23.92525296561038,323,135,542
23.942132629908883,322,136,542
23.97666784857368,321,137,542
23.98471250925777,320,138,542
23.987840895522623,319,139,542
24.07869591829223,319,138,543
24.10082848330205,319,137,544
24.102768441473142,319,136,545
24.109111881704756,318,137,545
24.13829612199064,317,138,545
24.152332456839705,317,137,546
24.15281811255152,317,136,547
24.177684013097572,316,137,547
24.193365943597808,316,136,548
24.194336693498727,316,135,549
24.232304837924822,315,136,549
24.259624989177325,314,137,549
24.267948135269084,314,136,550
24.282689738219954,314,135,551
24.316435128106054,314,134,552
24.323311785937303,313,135,552
24.330252698841115,313,134,553
24.37644742656409,313,133,554
24.388283222141276,313,132,555
24.404481579290753,313,131,556
24.405325468192554,312,132,556
24.422963468080436,311,133,556
24.42551374738996,311,132,557
24.430341221960365,311,131,558
24.443034345681923,310,132,558
24.459762756923777,309,133,558
24.47569073771968,308,134,558
24.4767388533201,307,135,558
24.487858256090213,307,134,559
24.495990518836763,307,133,560
24.5605694641714,307,132,561
24.562373096210653,306,133,561
24.591252353613523,305,134,561
24.612818243525467,305,133,562
24.62590956007655,305,132,563
24.63828879011881,305,131,564
24.64414111766011,305,130,565
24.645122481070658,305,129,566
24.654799378068645,304,130,566
24.655378142846555,303,131,566
24.68231035182053,303,130,567
24.696777925630915,303,129,568
24.735971769090256,303,128,569
24.742647304139293,303,127,570
24.75492141997967,302,128,570
24.75635336730921,302,127,571
24.79127982159565,302,126,572
24.823184347692486,302,125,573
24.832590004700265,301,126,573
24.872397076267273,301,125,574
24.920109078277598,300,126,574
24.92428349381038,300,125,575
24.930443824086556,299,126,575
24.94473164950698,299,125,576
