num_repairers,replication,seed,time_to_failure,failed,avg_repair_queue,repairer_utilization
3,21,820,88.77849668173575,true,0.0,0.3168199080769332
3,22,821,40.67977689974083,true,0.0,0.4010284152402359
3,23,822,9.451115692489465,true,0.0,0.22384703550671678
3,24,823,44.97681288579177,true,0.0,0.28677424163728615
3,25,824,140.09867925138738,true,0.0,0.2425857160369583
3,26,825,57.75764678933072,true,0.0,0.31919712359599584
3,27,826,17.177693518569033,true,0.0,0.32835524811649147
3,28,827,56.529154616876525,true,0.0,0.2753850455348299
3,29,828,5.902031110824885,true,0.0,0.47467016633624737
3,30,829,79.73580003469269,true,0.0,0.32309064640237106
3,31,830,15.950886944650025,true,0.0,0.39953000792262167
3,32,831,44.730986681395215,true,0.0,0.21745169091940977
3,33,832,84.34821535208867,true,0.0,0.15496693164284342
3,34,833,2.5001569311467873,true,0.0,0.2654805635799567
3,35,834,76.45996963464057,true,0.0,0.261836596888578
3,36,835,38.800338739659885,true,0.0,0.25131624404158864
3,37,836,13.491915260234185,true,0.0,0.2403292353700727
3,38,837,17.029440490293513,true,0.0,0.17495707035431005
3,39,838,25.7867168302163,true,0.0,0.3693756781247404
3,40,839,86.96991948355861,true,0.0,0.20441740637730066
3,41,840,190.0431494908321,true,0.0,0.26953043830039924
3,42,841,3.2541224103954414,true,0.0,0.23836426190866555
3,43,842,62.63252979444098,true,0.0,0.32340297294286174
3,44,843,62.19871941530038,true,0.0,0.29077686851206636
3,45,844,73.22251381465476,true,0.0,0.27191005218190684
3,46,845,45.20439879034299,true,0.0,0.19836010574544718
3,47,846,3.1040927397491105,true,0.0,0.5893999526575803
3,48,847,19.344421980815696,true,0.0,0.17269870357061087
3,49,848,134.0141765957495,true,0.0,0.2956337042913229
3,50,849,31.95282695212813,true,0.0,0.1877371903643539
3,51,850,24.64004049531525,true,0.0,0.33779933579310617
3,52,851,12.716068332153197,true,0.0,0.37781509134693453
3,53,852,74.05811137365004,true,0.0,0.29676461096336865
3,54,853,16.728125960160245,true,0.0,0.13566796822627178
3,55,854,14.638705733635906,true,0.0,0.21120082176715338
3,56,855,71.70028563457969,true,0.0,0.3005960386186417
3,57,856,60.71997243554697,true,0.0,0.32028871397507763
3,58,857,255.94888301973643,true,0.0,0.2172337839840693
3,59,858,137.96204862699258,true,0.0,0.2590926629953471
3,60,859,11.591345429920338,true,0.0,0.32406810664031627
3,61,860,28.70895051761069,true,0.0,0.291111006678817
3,62,861,48.05720129182991,true,0.0,0.27702079713709643
3,63,862,8.518896910691366,true,0.0,0.29174915171575405
3,64,863,74.27223266884327,true,0.0,0.35517184795790646
3,65,864,116.67915503494048,true,0.0,0.2764945262182803
3,66,865,102.41058574358283,true,0.0,0.2153971326406637
3,67,866,4.555417353413775,true,0.0,0.4337355309547784
3,68,867,35.014428058045,true,0.0,0.3304065662832261
3,69,868,50.032052977337855,true,0.0,0.24853926431311246
3,70,869,59.88177789307949,true,0.0,0.2251711319124792
3,71,870,43.52775510661324,true,0.0,0.30135058566714884
3,72,871,10.740364381270581,true,0.0,0.3027974580173434
3,73,872,3.8980906169272975,true,0.0,0.753293505448423
3,74,873,84.2313895364708,true,0.0,0.2443437266711247
3,75,874,35.912892158879984,true,0.0,0.2635735877398607
3,76,875,36.56730701033878,true,0.0,0.2838291750327417
3,77,876,56.790228370878346,true,0.0,0.2665854463830863
3,78,877,11.934854290915515,true,0.0,0.29302845199605404
3,79,878,22.35822091486413,true,0.0,0.35729768155589053
3,80,879,40.3340747478262,true,0.0,0.2617834044039243
3,81,880,64.92702343541482,true,0.0,0.3136333748667176
3,82,881,42.32693043042381,true,0.0,0.2806556829646213
3,83,882,106.29204682310234,true,0.0,0.2895692010966747
3,84,883,11.53960697964428,true,0.0,0.12201356064449675
3,85,884,25.875704186758053,true,0.0,0.2946835559805952
3,86,885,160.27094907781543,true,0.0,0.3021588016602601
3,87,886,7.085449179308011,true,0.0,0.23007174914582929
3,88,887,168.70530494195782,true,0.0,0.22557950098322424
3,89,888,92.08062174481529,true,0.0,0.20130454093800135
3,90,889,2.4239224682439016,true,0.0,0.5383966855033769
3,91,890,17.52236374801797,true,0.0,0.2799219454119047
3,92,891,62.2621564469284,true,0.0,0.3459765877774508
3,93,892,8.087514630919747,true,0.0,0.5145430465928406
3,94,893,26.869306660715843,true,0.0,0.19578682003370473
3,95,894,85.56903997130543,true,0.0,0.2575925394593461
3,96,895,86.96080784690103,true,0.0,0.1577845074415345
3,97,896,8.365294305918422,true,0.0,0.35278680365441745
3,98,897,46.666650948145886,true,0.0,0.28085847796458535
3,99,898,108.43023801124022,true,0.0,0.25977831794213907
3,100,899,29.332541724124486,true,0.0,0.5403559122368885
4,1,900,77.42658300934438,true,0.0,0.221682427102239
4,2,901,21.003924347370933,true,0.0,0.11873188059929048
4,3,902,60.80125839298808,true,0.0,0.15312760342395845
4,4,903,140.2250565115562,true,0.0,0.20938198483642861
4,5,904,73.33190605512412,true,0.0,0.24694353138279496
4,6,905,71.02681437814263,true,0.0,0.27127290787926583
4,7,906,32.19018527493726,true,0.0,0.12800151330780907
4,8,907,72.46545594614102,true,0.0,0.1905466067934106
4,9,908,87.43180235678828,true,0.0,0.21205630819360038
4,10,909,11.320973249972225,true,0.0,0.07013183726346665
4,11,910,14.939494784177564,true,0.0,0.2629664667613114
4,12,911,23.896452787387805,true,0.0,0.21326595297694137
4,13,912,70.2851442960927,true,0.0,0.2134587736927708
4,14,913,105.15715362150749,true,0.0,0.1889510168964087
4,15,914,4.504236822321634,true,0.0,0.12672094388327734
4,16,915,20.426058029696076,true,0.0,0.33109473175743864
4,17,916,4.704044781242622,true,0.0,0.21531359126779145
4,18,917,123.89048286169648,true,0.0,0.18829683449713025
4,19,918,24.637602204694147,true,0.0,0.21417826088476002
4,20,919,5.826651393471352,true,0.0,0.09521042358664639
4,21,920,115.16792753480216,true,0.0,0.15434640998209948
4,22,921,30.66850170494749,true,0.0,0.18601194415247804
4,23,922,52.26807127641549,true,0.0,0.2017031041267272
4,24,923,12.747297716681329,true,0.0,0.3573157142233688
4,25,924,13.744419261711386,true,0.0,0.3686326835950888
4,26,925,99.6105524346917,true,0.0,0.2736152345330261
4,27,926,37.25078954233333,true,0.0,0.18215998010401405
4,28,927,28.201581247097,true,0.0,0.17964365500863533
4,29,928,14.885648588877494,true,0.0,0.18825818781820633
4,30,929,4.635461969609736,true,0.0,0.1994343240078296
4,31,930,33.38107657944073,true,0.0,0.3493740402220505
