customer_id,event,time,queue_length,busy_servers,waiting_time,service_time,system_time
144,service_start,184.07319885589743,3,2,5.442604476637172,0.42648198933131043,NaN
143,departure,184.15431472182644,3,1,5.781478565273858,0.1343108552978176,5.915789420571684
145,service_start,184.15431472182644,2,2,5.374417025667583,1.187191951692634,NaN
148,arrival,184.40730991221284,3,2,NaN,NaN,NaN
149,arrival,184.43996970497196,4,2,NaN,NaN,NaN
144,departure,184.49968084522874,4,1,5.442604476637172,0.42648198933131043,5.869086465968479
146,service_start,184.49968084522874,3,2,2.275303028374509,0.48465065478915076,NaN
146,departure,184.9843315000179,3,1,2.275303028374509,0.48465065478915076,2.7599536831636726
147,service_start,184.9843315000179,2,2,1.0480585040205028,0.009649581269740734,NaN
147,departure,184.99398108128764,2,1,1.0480585040205028,0.009649581269740734,1.057708085290244
148,service_start,184.99398108128764,1,2,0.5866711690748048,0.7856502877048644,NaN
145,departure,185.34150667351906,1,1,5.374417025667583,1.187191951692634,6.561608977360208
149,service_start,185.34150667351906,0,2,0.9015369685471057,1.875863445122124,NaN
148,departure,185.7796313689925,0,1,0.5866711690748048,0.7856502877048644,1.372321456779673
150,arrival,187.16391784510674,0,1,NaN,NaN,NaN
150,service_start,187.16391784510674,0,2,0.0,0.08160677300081749,NaN
149,departure,187.21737011864118,0,1,0.9015369685471057,1.875863445122124,2.777400413669227
150,departure,187.24552461810757,0,0,0.0,0.08160677300081749,0.08160677300082853
151,arrival,188.91625066131797,0,0,NaN,NaN,NaN
151,service_start,188.91625066131797,0,1,0.0,1.6404942048499478,NaN
152,arrival,190.11051525338905,0,1,NaN,NaN,NaN
152,service_start,190.11051525338905,0,2,0.0,1.3971562174675503,NaN
151,departure,190.55674486616792,0,1,0.0,1.6404942048499478,1.6404942048499436
152,departure,191.5076714708566,0,0,0.0,1.3971562174675503,1.3971562174675398
153,arrival,192.14313754212273,0,0,NaN,NaN,NaN
